Handle,Title,Style,Material,Face Shapes,Tags
vintage-1980s-gianfranco-ferre-sunglasses,"""Mellow"" 1980s Gianfranco Ferré Sunglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
vintage-1980s-carrera-sunglasses,"""Iced Out"" 1980s Carrera Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1990s-paloma-picasso-sunglasses,"""Mosaic"" 1990s Paloma Picasso Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
optos-black-1980s-luigi-colani-designer-eyeglasses,"""Optos Black"" 1980s Luigi Colani Designer Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
bayonetta-1990s-dolce-gabbana-luxury-eyeglasses,"""Bayonetta"" 1990s Dolce & Gabbana Frames",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
vintage-1980s-givenchy-luxury-eyeglasses,"""Studded"" 1980s Givenchy Luxury Frames",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:custom"
vintage-1970s-opto-luxury-sunglasses,"""Vintage"" 1970s Opto Luxury Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
monseuir-1980s-hilton-luxury-sunglasses,“Monseuir” 1980s Hilton Luxury Sunglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
vintage-moschino-x-persol-luxury-sunglasses,"""Vintage"" Moschino x Persol Luxury Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:luxury, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
polo-ralph-lauren-luxury-driving-sunglasses,“Polo” 1980s Ralph Lauren Driving Sunglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
soho-1960s-bausch-lomb-luxury-sunglasses,“SOHO” 1990s DKNY x  Bausch & Lomb Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
e-village-2000s-marcolin-luxury-sunglasses,"""E Village"" 2000s Marcolin Luxury Sunglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
alycon-1980s-jean-la-font-luxury-sunglasses,“Alycon” 1980s Jean La Font Luxury Sunglasses,square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1970s-celine-luxury-sunglasses,"""Classic"" 2000s Celine Luxury Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
vintage-2000s-louis-vuitton-luxury-sunglasses,"""Showstopper"" 2000s Louis Vuitton Luxury Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-moschino-luxury-sunglasses,"""Tinman"" 1990s Moschino Luxury Sunglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
florence-vogue-luxury-sunglasses,"""Florence"" Vogue Luxury Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:luxury, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
double-m-2000s-moss-lipow-sunglasses,"""Double M"" 2000s Moss Lipow Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
vintage-2000s-tom-ford-sunglasses,"""Pilot"" 2000s Tom Ford Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
vintage-1960s-renauld-luxury-sunglasses,"""Vintage"" 1960s Renauld Luxury Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1990s-gianfranco-ferre-luxury-sunglasses,"""Vintage"" 1990s Gianfranco Ferre Luxury Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
palmer-eyepetizer-luxury-sunglasses,“Palmer” Eyepetizer Luxury Sunglasses,square,wire,"oval, round","style:square, material:wire, vibe:luxury, vibe:modern, vibe:classic, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
jet-vision-1980s-handcrafted-sunglasses,"""Jet Vision"" 1980s Handcrafted Sunglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
vintage-hudson-luxury-sunglasses,“Vintage” Hudson Luxury Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:luxury, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
giraffe-1980s-jean-la-font-sunglasses,"""Giraffe"" 1980s Jean La Font Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized, lens:rx, lens:tinted, lens:custom"
folding-2000s-dolce-gabbana-sunglasses,"""Folding"" 2000s Dolce & Gabbana Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
binoculars-1920s,“Binoculars” 1960s,rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
bcg-yellow-1980s-romco-luxury-sunglasses,"""BCG Yellow"" 1980s Romco Luxury Sunglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
movie-character-1980s-tv-luxury-sunglasses,“Movie Character” 1980s TV Sunglasses,rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
classic-and-classy-barton-perreira-sunglasses,"""Classic and Classy"" 2000s Barton Perreira Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
trip-to-mars-diesel-sunglasses,“Trip to Mars” 2019 Diesel Sunglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
bcg-orange-1980s-romco-luxury-sunglasses,“BCG Orange” 1980s Romco Luxury Sunglasses,square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
retro-relic-la-eyeworks-sunglasses,“Retro Relic” 1990s L.A. Eyeworks Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
touch-of-red-mirage-sunglasses,“Touch of Red” 1980s Mirage Sunglasses,wayfarer,wire,"heart, oval, round, square","style:wayfarer, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
2000s-gucci-aviator-sunglasses,2000s Gucci Aviator Sunglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
wellness-protect-eschenbach-sunglasses,"""Wellness Protect"" Eschenbach Sunglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:luxury, vibe:modern, vibe:classic, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
meow-el-gold-sunglasses-1950s,"""Meow"" El Gold Sunglasses 1950s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
1980s-handmade-sunglasses,1980s Handmade Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
tb7113-timberland-sunglasses,"""TB7113"" Timberland Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
gucci-in-glitter,"""Gucci in Glitter"" 2000s Gucci Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized, lens:tinted, lens:custom"
avant-garde-rebel-1980s-jean-paul-gaultier-sunglasses,"""Avant-Garde Rebel"" 1980s Jean-Paul Gaultier Sunglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
1990s-puma-sunglasses,1990s Puma Sunglasses,rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
grace-jones-1980s-electric-sunglasses,"""Grace Jones"" 1980s Electric Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
linear-1980s-optosun-vintage-sunglasses-frames,“Linear” 1980s Optosun Sunglasses (Frames Only),aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:custom"
fiery-1990s-titmus-sporty-sunglasses,“Fiery” 1990s Titmus Sporty Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:tinted"
evergreen-edge-1990s-esprit-vintage-sunglasses,“Evergreen Edge” 1990s Esprit Sunglasses,wayfarer,acetate,"heart, oval, round, square","style:wayfarer, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
vintage-1980s-casanova-gunmetal-oval-metal-sunglasses-italy,"""Geometric"" 1980s Casanova Sunglasses",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
classic-1990s-persol-vintage-sunglasses,"""Classic"" 1990s Vintage Persol Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:tinted"
bamboo-1990s-marni-rome-vintage-sunglasses,“Bamboo” 1990s Marni Rome Sunglasses,rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
teddy-bear-1980s-chanel-vintage-eyeglasses,“Teddy Bear” 1980s Chanel Eyeglasses,wayfarer,acetate,"heart, oval, round, square","style:wayfarer, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
max-mara-red-1990s,"""Red Lipstick"" 1990s Max Mara Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
roberto-cavalli-snake-1980s,"""Serpent"" 1980s Roberto Cavalli Sunglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
corset-2000s-roberto-cavalli-vintage-sunglasses,"""Corset"" 2000s Roberto Cavalli Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
dolce-gabbana,“Adornment” 1990s Dolce & Gabbana Sunglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
electric-orange-1980s-zenka-vintage-sunglasses,“Electric Orange” 1980s Zenka Sunglasses,rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
colani-design-1252,1980s Colani Eyeglasses (Frames Only),round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
tie-dye-1980s-vintage-sunglasses,"""Tie Dye"" 1980s Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
vintage-374-japan,“Iris Vision” 1980s Sunglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
oversized-france-1980s,“Iris Inspired” 1980s Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
korea-oversized-1970s,“Movie Goggles” 1970s Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
luxury-law-1980s-jacques-fath-vintage-sunglasses,“Luxury Law” 1980s Jacques Fath Sunglasses,square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
o-g-ray-ban-1980s-vintage-sunglasses,“O.G. Ray-Ban” 1980s Sunglasses,square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
touch-of-red-1980s-vintage-sunglasses,“Touch of Red” 1980s Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
floral-ornaments-2000s,"""Floral Ornaments"" Etelunettes Sunglasses",square,,"oval, round","style:square, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
matrix-in-blue-1990s-wired-sunglasses,“Matrix in Blue” 1990s Wired Sunglasses,square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
tortoise-pilot-1970s-vintage-sunglasses,“Tortoise Pilot” 1970s vintage Sunglasses,aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
silver-pilot-2000s,"""Silver Pilot"" 2000s Ray-Ban Sunglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
olive-tree-1990s-sergio-tacchini-vintage-sunglasses,"""Olive Tree"" 1990s Sergio Tacchini Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
global-connections-1980s-vintage-sunglasses,“Global Connections” 1980s vintage Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
bonita-1990s,"""Bonita"" 1990s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
upscale-pilot-dolce-gabbana-vintage-sunglasses,“Upscale Pilot” Dolce & Gabbana Sunglasses,aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
pink-panther-1980s-pink-oval-sunglasses,“Pink Panther” 1980s Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:classic, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
gingham_bb_1980s-vintage_roots_224_bronze_metal_brown_gingham_sunglasses_frame,“Gingham BB” 1980s Roots Sunglasses (Frames Only),cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
art-novaeu-1980s,"""Art Novaeu"" 1980s",square,,"oval, round","style:square, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:custom"
just-like-honey-1980s-terri-brognan-optyl-vintage-eyeglass-frame,“Just Like Honey” 1980s Terri Brognan Eyeglasses (Frames Onl,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:custom"
ka-bu-ki-1990s,"""KA BU KI"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
metallic-mischief-2000s-1,"""Metallic Mischief"" 2000s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
catty-opal-1950s-italian-cat-eye-vintage-sunglasses,"""Catty Opal"" 1950s",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
far-out-1990s,"""Vroom, Vroom"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
far-out-1970s,"""Far Out"" 1970s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
brown-round-1960s,"""Bear With Me"" 1960s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
roboto-neostyle-1970s-neostyle-vintage-sunglasses,"""Roboto Neostyle"" 1970s Neostyle Sunglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
superstar,"""Superstar"" 1980s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
exclusive-ski-1970s-val-d-iseire-vintage-sunglasses,“Exclusive Ski” 1970s Val d’Iseire Sunglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
blues-clues-1980s,"""Blue's Clues"" 1980s",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
gabbana-glow-2000s,"""Gabbana Glow"" 2000s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
glamour-gaze-2000s,"""Glamour Gaze"" 2000s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
dalmation-1960s,"""Dalmation"" 1960s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
jetsetter-1980s,"""Jetsetter"" 1980s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
metallic-mischief-2000s,"""Metallic Mischief"" 2000s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
