Handle,Title,Style,Material,Face Shapes,Tags
black-n-blue-2000s,"""Black n Blue"" 2000s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
jetsetter-1990s,"""Jetsetter"" 1990s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
tortoise-twist-1980s,"""Tortoise Twist"" 1980s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
green-scene-1980s,"""Green Scene"" 1980s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
violet-butterfly-1960s,"""Violet Butterfly"" 1960s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
active-edge-2000s-fila-sporty-glasses,"""Active Edge"" 2000s Fila Sporty Glasses",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
auburn-gaze-1980s-laura-biagiotti-sunglasses,"""Auburn Gaze"" 1980s Laura Biagiotti Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
retro-chrome-1990s,"""Retro Chrome"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
tokyo-tortoise-1980s,"""Tokyo Tortoise"" 1980s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
ukiyo-e-196,"""Ukiyo-e"" 196",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
nod-to-masters-1980s,"""Nod to Masters"" 1980s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
1980s-steffan-preutz-eyeglasses-frames,1980s Steffan Preutz Eyeglasses (Frames Only),rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
classic-with-a-twist-1970s,"""Classic with a Twist"" 1970s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
florence-flares-1990s,"""Florence Flares"" 1990s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
armor-2000s,"""Armor"" 2000s",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
besos-1980s,"""Besos"" 1980s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
star-studded-2000s-1,"""Star Studded"" 2000s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
marblue-1980s,"""Marblue"" 1980s",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
roundy-1970s,"""Roundy"" 1970s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
crystalize-1960s-mozetta-vintage-sunglasses,“Crystalize” 1960s Mozetta Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
olive-martini-1980s,"""Olive Martini"" 1980s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
gold-brow-1980s,"""Gold Brow"" 1980s",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
taxi-driver-1980s-1,"""Taxi Driver"" 1980s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
flower-girl-1970s,"""Flower Girl"" 1970s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
gone-fishin-1980s,"""Gone Fishin"" 1980s",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
reflector-1990s,"""Reflector"" 1990s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
shield-me-1990s-y2k,"""Shield Me"" 1990s/y2k",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
c-me-now-1990s,"""C Me Now"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
grapevine-1980s,"""Grapevine"" 1980s",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
retro-vision-1980s-cazal-vintage-glasses,"""Retro Vision"" 1980s Cazal Sunglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:custom"
intergalactic-1960s,"""Intergalactic"" 1960s",wayfarer,,"heart, oval, round, square","style:wayfarer, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:polarized"
wink-1990s,"""Wink"" 1990s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
running-man-2000s,"""Running Man"" 2000s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
tin-woman-1970s,"""Tin Woman"" 1970s",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
far-out-1980s-1,"""Far Out"" 1980s",wayfarer,,"heart, oval, round, square","style:wayfarer, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
butterfly-mama-1970s,"""Butterfly Mama"" 1970s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
clueless-1990s-m-109-vintage-sunglasses,“Clueless” 1990s Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
fossil-orion,"Fossil ""Orion""",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
metal-round-frame,Metal Round Frame,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
essentials-braided-copper,Essentials Braided Copper,round,wire,"heart, square, diamond","style:round, material:wire, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
la-eyeworks-lunk-763,"LA Eyeworks ""LUNK 763""",round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
booth-bruce-2001,"""Booth &amp; Bruce"" 1970s Sunglasses",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
la-eyeworks-tortoise-round-frames,LA Eyeworks tortoise round frames,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
la-eyeworks-cat-eye-mc-croskey,"LA Eyeworks ""Cat-eye MC Croskey""",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
la-eyeworks-magenta-cat-eye,"LA Eyeworks ""Magenta Cat Eye""",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
l-a-eyeworks-read-sunglasses,L.A. EYEWORKS “READ” SUNGLASSES,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
l-a-eyeworks-one-pair-corgi,L.A. EYEWORKS ONE PAIR “CORGI”,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
magda-1990s-jean-la-font-vintage-sunglasses,"""Magda"" 1990s Jean La Font Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
jade-2000s-exclusive-designer-eyeglasses,"""Jade"" 2000s Exclusive Designer Eyeglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
l-a-eyeworks-one-pair-jasper,L.A. EYEWORKS ONE PAIR “JASPER”,cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
l-a-eyeworks-one-pair-fiddle,L.A. EYEWORKS ONE PAIR “FIDDLE”,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
l-a-eyeworks-one-pair-cotton-141,L.A. EYEWORKS ONE PAIR “COTTON” 141,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
